NBA ID,Player Name,Position,Age,DPM,Offensive DPM,Defensive DPM,Box Only O-DPM,Box Only D-DPM,On Off O-DPM,On Off D-DPM
1626220,Royce O'Neale,pf_pos,33.0,-1.25,-1.27,0.02,-0.62,0.25,-1.44,-0.02
1641803,Tristen Newton,sg_pos,25.1,-1.25,-0.77,-0.48,-0.77,-0.48,-0.86,-0.64
1641715,Cam Whitmore,sf_pos,21.9,-1.26,-0.67,-0.59,-0.6,-0.22,-0.85,-1.1
1642348,Justin Edwards,sg_pos,22.5,-1.28,-0.83,-0.45,-0.76,-0.3,-0.98,-0.65
1631204,Marcus Sasser,pg_pos,25.7,-1.29,-0.56,-0.73,-0.81,-1.46,-0.11,0.07
203937,Kyle Anderson,pf_pos,32.7,-1.3,-2.47,1.17,-2.2,0.06,-2.54,1.36
1630228,Jonathan Kuminga,sf_pos,23.7,-1.3,-0.61,-0.69,-0.23,-1.02,-0.87,-0.55
1642911,Rocco Zikarsky,c_pos,19.8,-1.3,-1.5,0.2,-1.5,0.21,-1.39,-0.66
202696,Nikola Vucevic,c_pos,35.6,-1.31,-1.27,-0.04,0.17,0.59,-1.48,-0.1
1629234,Drew Eubanks,c_pos,29.3,-1.32,-1.85,0.53,-1.9,0.38,-1.81,0.6
1642874,Danny Wolf,pf_pos,21.9,-1.34,-1.09,-0.26,-0.77,-0.2,-2.42,-0.4
1630264,Anthony Gill,pf_pos,33.6,-1.36,-1.35,-0.01,-1.4,-0.36,-1.27,0.3
1626145,Tyus Jones,pg_pos,30.1,-1.37,-0.84,-0.53,-0.12,-0.55,-1.06,-0.53
1631107,Nikola Jovic,sf_pos,23.0,-1.38,-1.21,-0.18,-1.37,-0.45,-0.96,0.07
1629599,Amir Coffey,sg_pos,29.0,-1.39,-0.93,-0.45,-0.76,-1.06,-1.06,-0.18
1629631,De'Andre Hunter,sf_pos,28.5,-1.4,-0.62,-0.78,-1.24,-1.19,-0.37,-0.68
1631218,Trayce Jackson-Davis,c_pos,26.3,-1.4,-1.38,-0.01,-1.16,0.1,-1.79,-0.13
1629014,Anfernee Simons,pg_pos,27.0,-1.4,0.31,-1.71,0.93,-1.88,0.05,-1.67
1641767,Ben Sheppard,sg_pos,24.9,-1.4,-0.7,-0.7,-0.52,-0.5,-0.92,-0.84
1642878,Tyrese Proctor,pg_pos,22.1,-1.41,-0.55,-0.86,-0.47,-0.86,-1.19,-0.85
203078,Bradley Beal,sg_pos,32.9,-1.41,-0.55,-0.86,-0.77,-0.23,-0.51,-0.92
1630230,Naji Marshall,sf_pos,28.4,-1.41,-0.6,-0.82,0,-0.95,-0.92,-0.77
203114,Khris Middleton,sf_pos,34.8,-1.42,-0.87,-0.55,-2,-0.91,-0.67,-0.51
1643007,Taelon Peter,sg_pos,24.1,-1.45,-1.32,-0.12,-1.25,-0.05,-2.05,-0.54
1631102,TyTy Washington Jr.,pg_pos,24.6,-1.45,-1.96,0.51,-2.08,0.71,-1.06,-0.34
1641730,Noah Clowney,sf_pos,21.9,-1.47,-0.75,-0.72,-0.47,-0.72,-1.19,-0.72
1642967,John Poulakidas,sg_pos,23.0,-1.48,-1.23,-0.25,-1.2,-0.23,-1.89,-0.45
203552,Seth Curry,sg_pos,35.8,-1.48,-1.01,-0.47,-1.04,-0.52,-1,-0.46
1627824,Guerschon Yabusele,pf_pos,30.5,-1.49,-0.9,-0.59,-0.59,-0.92,-1.34,-0.3
1642272,Jared McCain,sg_pos,22.3,-1.5,-0.23,-1.27,-0.34,-1.69,0.04,-0.66
1631121,Bryce McGowens,sg_pos,23.6,-1.51,-1.22,-0.29,-1.49,-0.15,-0.71,-0.45
1642883,Sion James,sg_pos,23.4,-1.51,-1.54,0.03,-1.85,-0.2,-0.7,0.39
203486,Mason Plumlee,c_pos,36.3,-1.52,-3.18,1.66,-2.4,1.81,-3.37,1.64
1642281,Jaylon Tyson,sg_pos,23.5,-1.52,-0.78,-0.74,-0.95,-0.89,-0.44,-0.56
1630625,Dalano Banton,sg_pos,26.6,-1.53,-1.81,0.27,-2.33,0.5,-1.01,0.07
1631124,Julian Strawther,sg_pos,24.1,-1.53,-0.31,-1.22,-0.07,-0.96,-0.7,-1.49
202685,Jonas Valanciunas,c_pos,34.1,-1.54,-0.9,-0.63,-0.06,0.54,-1.06,-0.77
1642853,Rasheer Fleming,pf_pos,21.8,-1.54,-1.52,-0.02,-1.63,-0.14,-0.73,0.5
1631342,Daeqwon Plowden,sg_pos,27.8,-1.54,-0.29,-1.24,-0.14,-1.25,-1.09,-1.22
1643016,Bez Mbeng,pg_pos,22.9,-1.54,-1.87,0.33,-1.78,0.59,-2.77,-1.23
1631223,David Roddy,sf_pos,25.2,-1.55,-0.77,-0.78,-0.75,-1.07,-0.81,-0.5
1641748,Andre Jackson Jr.,sg_pos,24.6,-1.57,-1.94,0.37,-2.28,0.12,-1.13,0.72
1642862,Liam McNeeley,sg_pos,20.5,-1.57,-0.8,-0.77,-0.8,-0.89,-0.81,0.16
1629162,Jordan McLaughlin,pg_pos,30.2,-1.58,-1.39,-0.19,-0.62,0.13,-2.21,-0.39
1631127,Harrison Ingram,sg_pos,23.5,-1.59,-1.01,-0.58,-1.01,-0.59,-0.9,-0.16
1630570,Trendon Watford,pf_pos,25.6,-1.59,-1.88,0.29,-1.64,0.77,-2.13,-0.02
1642434,Riley Minix,sf_pos,25.7,-1.59,-1.19,-0.41,-1.19,-0.4,-1.04,-0.64
201942,DeMar DeRozan,sg_pos,36.8,-1.6,0.31,-1.91,1.24,-1.38,0.21,-1.94
1642400,Tristan Enaruna,sf_pos,24.8,-1.61,-1.15,-0.46,-1.14,-0.46,-1.42,-0.41
1630165,Killian Hayes,pg_pos,24.9,-1.61,-1.88,0.28,-2.24,0.01,-1.6,0.4
1642918,Alijah Martin,pg_pos,24.3,-1.61,-1.91,0.3,-1.93,0.33,-1.5,-0.36
1630587,Isaiah Livers,sf_pos,27.7,-1.62,-2.05,0.43,-2.26,0.27,-1.62,0.63
201587,Nicolas Batum,pf_pos,37.5,-1.62,-2.36,0.74,-1.61,-0.64,-2.46,0.85
1630256,Jae'Sean Tate,pf_pos,30.6,-1.63,-1.77,0.14,-1.4,-0.02,-2.03,0.21
1641989,Elijah Harkless,pg_pos,26.3,-1.64,-1.85,0.22,-2.08,0.24,-0.31,0.13
1641716,Jarace Walker,pf_pos,22.7,-1.65,-0.85,-0.8,-0.52,-0.37,-1.29,-1.13
1642359,Pacôme Dadiet,sf_pos,20.9,-1.65,-0.48,-1.18,-0.37,-1.25,-2.16,-0.47
1642450,Daniss Jenkins,pg_pos,24.8,-1.66,-0.87,-0.79,-0.88,-1.07,-0.85,-0.33
1631097,Bennedict Mathurin,sg_pos,24.0,-1.66,-0.46,-1.2,-0.28,-1.46,-0.57,-1.11
1629651,Nicolas Claxton,c_pos,27.1,-1.66,-1.58,-0.08,0.21,0.44,-2.44,-0.23
1630536,Sharife Cooper,pg_pos,24.8,-1.68,-0.26,-1.42,-0.08,-1.43,-1.46,-1.39
1642384,Isaiah Crawford,sg_pos,24.6,-1.7,-1.52,-0.18,-1.52,-0.18,-1.51,-0.13
203926,Doug McDermott,sf_pos,34.4,-1.7,-1.18,-0.52,-0.6,-0.32,-1.38,-0.56
201144,Mike Conley,pg_pos,38.6,-1.7,-2.27,0.57,-0.63,0.53,-2.47,0.57
1630679,Ethan Thompson,sg_pos,27.1,-1.71,-1.35,-0.36,-1.47,-0.49,-0.51,0.2
1642875,Maxime Raynaud,c_pos,23.0,-1.71,-1.13,-0.59,-0.92,0.18,-1.64,-1.74
1630644,Mac McClung,pg_pos,26.4,-1.73,-1.68,-0.05,-1.71,0.02,-0.95,-0.91
203903,Jordan Clarkson,sg_pos,34.0,-1.74,-0.8,-0.93,-1.61,-1.21,-0.63,-0.9
1641755,Kevin McCullar Jr.,sg_pos,25.2,-1.74,-1.61,-0.13,-1.59,-0.11,-2.17,-0.52
1630208,Nick Richards,c_pos,28.5,-1.74,-2.28,0.54,-2.61,0.88,-1.97,0.35
1642855,Noa Essengue,pf_pos,19.3,-1.75,-1.42,-0.33,-1.42,-0.33,-1.75,-0.97
1630557,Corey Kispert,sg_pos,27.3,-1.76,-0.31,-1.45,0.44,-1.87,-0.72,-1.31
1642402,Enrique Freeman,sg_pos,25.8,-1.76,-1.54,-0.22,-1.58,-0.26,-0.67,0.38
1642268,Isaiah Collier,pg_pos,21.7,-1.76,-0.8,-0.96,-0.22,-0.45,-1.62,-1.4
1631213,Tyrese Martin,sg_pos,27.2,-1.76,-1.41,-0.35,-1.51,-0.53,-1.18,-0.1
1642959,Chris Youngblood,sg_pos,24.2,-1.77,-1.23,-0.54,-1.19,-0.52,-2.22,-0.86
1642876,Adou Thiero,pf_pos,22.0,-1.77,-1.83,0.05,-1.82,0.06,-1.88,-0.12
201567,Kevin Love,pf_pos,37.7,-1.78,-1.44,-0.34,-1.6,-0.42,-1.41,-0.33
1630702,Jaden Hardy,sg_pos,23.9,-1.78,-0.23,-1.56,-0.29,-1.81,-0.14,-1.35
1630534,Ochai Agbaji,sg_pos,26.1,-1.79,-1.43,-0.36,-1.12,-1.09,-1.7,0.02
1642363,Nique Clifford,sg_pos,24.2,-1.81,-1.62,-0.19,-2.15,-0.32,-0.22,0.01
1642935,Chucky Hepburn,pg_pos,23.2,-1.81,-1.42,-0.4,-1.41,-0.4,-1.85,-0.94
1630545,Terrence Shannon Jr.,sg_pos,25.8,-1.82,-0.38,-1.44,-0.33,-1.56,-0.6,-1.13
1628997,Caleb Martin,sg_pos,30.7,-1.82,-2.38,0.55,-1.82,0.69,-2.67,0.51
1641794,Dillon Jones,pf_pos,24.6,-1.83,-1.71,-0.12,-1.65,-0.03,-2.17,-0.56
1642859,Jase Richardson,pg_pos,20.5,-1.83,-0.71,-1.12,-0.66,-1.27,-1.16,-0.4
1642868,Carter Bryant,pf_pos,20.5,-1.84,-1.75,-0.09,-1.54,0,-2.81,-0.33
1631116,Patrick Baldwin Jr.,pf_pos,23.5,-1.84,-1.78,-0.05,-1.9,-0.06,-1.21,-0.03
201599,DeAndre Jordan,c_pos,37.9,-1.84,-3.39,1.55,-2.65,1.56,-3.51,1.55
1630191,Isaiah Stewart,c_pos,25.0,-1.85,-2.6,0.75,-2.61,1.28,-2.6,0.58
1630574,Ariel Hukporti,c_pos,24.1,-1.85,-2.85,1,-2.83,0.9,-2.98,1.38
1629673,Jordan Poole,sg_pos,27.0,-1.86,-0.49,-1.38,-0.11,-1.48,-0.62,-1.35
1630623,Tyson Etienne,pg_pos,26.7,-1.87,-0.51,-1.36,-0.44,-1.41,-1.18,-1.08
1642259,Alexandre Sarr,c_pos,21.1,-1.92,-0.96,-0.96,-0.72,-0.64,-1.33,-1.25
1641801,Emanuel Miller,sg_pos,26.0,-1.92,-1.43,-0.5,-1.43,-0.49,-1.38,-0.68
1641711,Gradey Dick,sg_pos,22.5,-1.93,-1.6,-0.32,-1.95,-0.43,-1.18,-0.25
1626204,Larry Nance Jr.,pf_pos,33.4,-1.93,-2.84,0.91,-1.29,0.97,-3.39,0.89
1643018,LJ Cryer,pg_pos,24.5,-1.97,-0.7,-1.26,-0.68,-1.32,-1.08,-0.65
1631466,Jeenathan Williams,sg_pos,27.3,-1.97,-1.03,-0.94,-1.05,-0.92,-0.92,-1.02
1630579,Jericho Sims,c_pos,27.6,-1.98,-2.17,0.19,-2.32,0.23,-1.98,0.16
1642880,Kam Jones,pg_pos,24.1,-1.99,-1.39,-0.6,-1.29,-0.62,-2.15,-0.49
1630322,Lindy Waters III,sg_pos,28.9,-1.99,-1.5,-0.5,-1.05,-0.46,-2.4,-0.54
1642860,Will Riley,sf_pos,20.2,-2,-0.64,-1.36,-0.45,-0.81,-1.21,-2.32
1630639,AJ Lawson,sg_pos,25.9,-2.01,-1.69,-0.32,-1.72,-0.24,-1.6,-0.5
1642354,KJ Simpson,pg_pos,23.8,-2.02,-2.05,0.02,-2.18,0.09,-1.44,-0.16
1630311,Pat Spencer,pg_pos,29.9,-2.03,-1.42,-0.61,-1.7,-0.76,-0.52,-0.33
1630592,Jalen Wilson,sg_pos,25.6,-2.04,-1.4,-0.64,-1.81,-1.57,-0.82,0.15
1629216,Gabe Vincent,sg_pos,30.0,-2.04,-1.36,-0.68,-1.73,-0.23,-1.14,-0.85
1642502,Malevy Leons,pf_pos,26.7,-2.05,-2.09,0.04,-2.09,0.13,-2.13,-0.87
1642275,Tidjane Salaün,sf_pos,20.8,-2.06,-1.26,-0.79,-1.22,-0.94,-1.39,-0.55
203482,Kelly Olynyk,c_pos,35.1,-2.06,-2.85,0.78,-0.14,1.17,-3.54,0.72
1630846,Olivier Sarr,c_pos,27.2,-2.08,-2.56,0.48,-2.71,0.56,-1.45,0.16
1642419,Jamison Battle,sf_pos,25.1,-2.09,-1.22,-0.87,-1.23,-1.37,-1.17,0.02
1626192,Pat Connaughton,sg_pos,33.4,-2.11,-1.97,-0.13,-0.32,-0.33,-2.57,-0.09
1631211,Trevor Keels,sg_pos,22.6,-2.12,-1.38,-0.74,-1.38,-0.74,-1.64,-0.59
1641790,PJ Hall,c_pos,24.3,-2.14,-1.89,-0.25,-1.89,-0.16,-1.94,-1.15
203471,Dennis Schroder,pg_pos,32.7,-2.14,-0.9,-1.24,-0.96,-0.59,-0.89,-1.31
1642948,Ryan Nembhard,pg_pos,23.1,-2.16,-1.25,-0.91,-1.23,-1.06,-1.37,-0.53
1642910,John Tonje,sg_pos,25.0,-2.17,-1.92,-0.25,-1.92,-0.25,-1.41,-0.88
1629018,Gary Trent Jr.,sg_pos,27.4,-2.17,-0.48,-1.69,-0.12,-1.61,-0.61,-1.71
1641807,Norchad Omier,sf_pos,24.6,-2.19,-1.58,-0.62,-1.58,-0.61,-1.85,-1.18
1641787,Tosan Evbuomwan,sg_pos,25.3,-2.2,-1.95,-0.25,-2.06,-0.19,-1.41,-0.43
1643257,Jayson Kent,sg_pos,24.2,-2.2,-1.8,-0.4,-1.8,-0.4,-1.92,-0.69
1642846,Ace Bailey,sg_pos,19.7,-2.2,-0.56,-1.64,-0.28,-1.29,-1.25,-2.13
1642938,Curtis Jones,pg_pos,24.5,-2.21,-1.72,-0.49,-1.72,-0.49,-1.51,-0.56
1642258,Zaccharie Risacher,sf_pos,21.2,-2.23,-1.7,-0.53,-1.89,-0.39,-1.44,-0.64
1642355,Bronny James,pg_pos,21.7,-2.27,-1.77,-0.5,-1.78,-0.47,-1.63,-0.64
1629611,Terance Mann,sg_pos,29.6,-2.27,-1.71,-0.56,-1.86,-0.59,-1.65,-0.55
203897,Zach LaVine,sg_pos,31.2,-2.31,-0.18,-2.13,1.1,-2.12,-0.45,-2.13
1642260,Nikola Topić,pg_pos,20.8,-2.31,-1.64,-0.66,-1.64,-0.68,-1.71,-0.39
1630192,Zeke Nnaji,pf_pos,25.4,-2.32,-2.51,0.19,-2.33,0.7,-2.76,-0.21
1630811,Keaton Wallace,pg_pos,27.3,-2.33,-1.79,-0.54,-1.69,-0.55,-2.26,-0.53
1642886,Koby Brea,sg_pos,23.4,-2.35,-1.31,-1.05,-1.3,-1.05,-1.65,-0.77
1641733,Nick Smith Jr.,pg_pos,22.1,-2.36,-0.58,-1.77,-0.46,-2.07,-0.83,-1.42
1642849,Nolan Traore,pg_pos,19.9,-2.39,-1.89,-0.5,-1.96,-0.05,-1.6,-1.6
1642484,RayJ Dennis,pg_pos,25.2,-2.4,-2.15,-0.24,-2.21,-0.18,-1.28,-0.87
1631132,Christian Koloko,c_pos,26.0,-2.4,-3.38,0.98,-3.69,1.22,-2.38,0.5
1641724,Jett Howard,sg_pos,22.7,-2.4,-1.04,-1.36,-0.91,-1.24,-1.48,-1.6
1629618,Jalen Pickett,pg_pos,26.6,-2.42,-1.38,-1.04,-1.3,-1.07,-1.6,-0.99
1641815,Isaiah Stevens,pg_pos,25.6,-2.42,-2.24,-0.18,-2.25,-0.18,-0.99,-0.19
1642917,Max Shulga,sg_pos,23.9,-2.42,-1.79,-0.63,-1.79,-0.63,-1.84,-0.72
1642389,Zyon Pullin,pg_pos,25.3,-2.45,-1.66,-0.78,-1.66,-0.78,-1.78,-0.76
201566,Russell Westbrook,pg_pos,37.6,-2.47,-0.92,-1.55,-1.03,-0.2,-0.91,-1.64
1631166,Drew Timme,pf_pos,25.7,-2.5,-2.12,-0.38,-2.17,-0.31,-1.55,-0.82
1642882,Julian Reese,c_pos,22.8,-2.53,-2.46,-0.07,-2.47,0.04,-2.29,-0.92
1642353,Cam Christie,sg_pos,20.9,-2.54,-2.13,-0.41,-2.21,-0.46,-1.42,-0.13
201959,Taj Gibson,c_pos,40.9,-2.54,-4.04,1.5,-3.6,0.38,-4.13,1.64
202066,Garrett Temple,pg_pos,40.1,-2.58,-3.46,0.88,-2.22,2.02,-3.85,0.66
1642942,Jahmai Mashack,sg_pos,23.4,-2.58,-2.32,-0.26,-2.3,-0.04,-2.43,-1.24
1643060,Hayden Gray,sg_pos,22.9,-2.61,-2.09,-0.52,-2.1,-0.47,-1.95,-0.95
1631104,Blake Wesley,pg_pos,23.2,-2.62,-2.39,-0.23,-2.46,-0.19,-2.25,-0.27
1627747,Caris LeVert,sg_pos,31.8,-2.62,-2.68,0.06,-2.02,0.14,-2.87,0.05
1642383,Walter Clayton Jr.,pg_pos,23.1,-2.63,-1.47,-1.16,-1.7,-0.78,-0.72,-1.93
1630621,Hunter Dickinson,c_pos,25.4,-2.64,-2.55,-0.09,-2.56,-0.09,-2.03,-0.65
1642964,Brooks Barnhizer,sg_pos,24.1,-2.65,-2.32,-0.33,-2.28,-0.23,-2.9,-1.23
1641890,Tyler Smith,pf_pos,21.6,-2.66,-1.52,-1.14,-1.54,-1.2,-1.19,-0.6
1630172,Patrick Williams,sf_pos,24.8,-2.7,-2.23,-0.47,-2.26,-0.64,-2.22,-0.41
1641712,Rayan Rupert,sg_pos,22.0,-2.73,-2.12,-0.62,-2.15,-0.26,-2.03,-1.09
1631457,Alex Morales,sg_pos,28.4,-2.75,-2.02,-0.73,-2.02,-0.74,-1.22,-0.21
1641780,Johni Broome,pf_pos,23.8,-2.78,-2.56,-0.21,-2.57,-0.21,-1.77,-0.3
1642443,Jahmir Young,pg_pos,25.7,-2.79,-1.75,-1.04,-1.76,-1.04,-1.24,-1.08
1642873,Amari Williams,c_pos,24.3,-2.79,-2.8,0,-2.81,0.02,-2.48,-0.23
1642885,Mohamed Diawara,pf_pos,21.1,-2.81,-1.97,-0.84,-2.03,-0.97,-1.5,-0.22
1628971,Bruce Brown,sg_pos,29.8,-2.81,-2.22,-0.59,-1.51,0.31,-2.46,-0.77
1642265,Rob Dillingham,pg_pos,21.4,-2.83,-2.14,-0.68,-2.26,-0.54,-1.78,-0.95
1630544,Tre Mann,pg_pos,25.3,-2.83,-2.02,-0.81,-1.34,-0.35,-2.76,-1.1
1641778,Leaky Black,sf_pos,26.8,-2.84,-2.37,-0.47,-2.47,-0.54,-1.68,-0.18
1642905,Yang Hansen,c_pos,20.8,-2.84,-2.88,0.04,-2.87,0.1,-3.07,-0.48
1642490,Josh Oduro,pf_pos,25.5,-2.87,-2.42,-0.46,-2.43,-0.45,-1.67,-0.82
204060,Joe Ingles,sf_pos,38.7,-2.88,-2.93,0.05,-1.47,-0.26,-3.31,0.1
1628398,Kyle Kuzma,pf_pos,30.9,-2.88,-1.42,-1.46,-0.42,-1.19,-1.67,-1.5
1642884,Vladislav Goldin,c_pos,24.9,-2.88,-2.71,-0.17,-2.71,-0.17,-2.29,-0.27
1631338,Mouhamadou Gueye,pf_pos,27.8,-2.9,-2.92,0.01,-2.93,0.04,-2.41,-0.43
1642951,Sean Pedulla,pg_pos,23.5,-2.91,-1.49,-1.42,-1.49,-1.42,-1.97,-1.3
1642404,Chaz Lanier,sg_pos,24.4,-2.98,-1.72,-1.27,-1.72,-1.33,-1.67,-0.51
1642262,Cody Williams,sg_pos,21.5,-3,-2.25,-0.76,-2.42,-0.86,-1.95,-0.65
1642362,Payton Sandfort,sg_pos,23.8,-3.01,-2.33,-0.68,-2.33,-0.68,-2.08,-1.08
1642267,Carlton Carrington,pg_pos,20.9,-3.03,-1.41,-1.61,-1.08,-1.25,-1.75,-1.83
1642848,Tre Johnson,sg_pos,20.1,-3.05,-1.29,-1.76,-1.23,-1.55,-1.5,-2.16
1643047,CJ Huntley,pf_pos,24.3,-3.05,-2.42,-0.64,-2.42,-0.63,-2.16,-0.68
1631126,Caleb Love,sg_pos,24.5,-3.18,-1.29,-1.89,-1.18,-2.13,-1.84,-1.2
1642358,AJ Johnson,sg_pos,21.5,-3.24,-1.67,-1.57,-1.88,-1.87,-0.74,-0.75
1642962,Drake Powell,sg_pos,20.6,-3.3,-1.95,-1.35,-1.65,-1.23,-3.12,-1.62
1642879,Ben Saraf,pg_pos,20.0,-3.37,-2.76,-0.6,-2.75,-0.61,-2.82,-0.57
1630658,Colin Castleton,c_pos,26.0,-3.48,-2.72,-0.76,-2.84,-0.89,-1.53,0
1642403,Isaac Jones,pf_pos,25.9,-3.61,-2.82,-0.79,-2.89,-0.79,-1.87,-0.72
200768,Kyle Lowry,sg_pos,40.2,-3.63,-3.76,0.13,-2.57,0.93,-3.91,0.07
1631172,Ousmane Dieng,sf_pos,23.0,-3.7,-2.1,-1.6,-2.09,-1.56,-2.12,-1.65
1641998,Trey Jemison,c_pos,26.5,-3.72,-3.64,-0.09,-3.79,-0.1,-2.91,-0.05
1641722,Jordan Hawkins,sg_pos,24.1,-3.78,-1.97,-1.81,-2.03,-1.78,-1.88,-1.84
202687,Bismack Biyombo,c_pos,33.8,-4.19,-4.58,0.39,-3.89,0.78,-4.78,0.32
201145,Jeff Green,pf_pos,39.8,-4.69,-3.8,-0.89,-1.64,-0.95,-4.1,-0.89
