player_id,player_name,game_dt,epm,oepm,depm
101108,Chris Paul,2024-04-14,1.39229,0.756284,0.636008
1626145,Tyus Jones,2024-04-14,-0.492311,1.09703,-1.58934
1626153,Delon Wright,2024-04-14,0.223559,-0.532942,0.756501
1626156,D'Angelo Russell,2024-04-14,0.798109,1.82608,-1.02797
1626157,Karl-Anthony Towns,2024-04-14,2.54802,2.58154,-0.0335239
1626158,Richaun Holmes,2024-04-14,-2.55092,-1.56916,-0.981761
1626162,Kelly Oubre Jr.,2024-04-14,-0.0128246,0.0438831,-0.0567077
1626164,Devin Booker,2024-04-14,4.14455,4.4834,-0.338854
1626166,Cameron Payne,2024-04-14,-0.984478,-0.281859,-0.702618
1626167,Myles Turner,2024-04-14,2.33536,1.94937,0.385982
1626168,Trey Lyles,2024-04-14,-0.702285,-0.220607,-0.481678
1626171,Bobby Portis,2024-04-14,-0.599678,0.378573,-0.97825
1626172,Kevon Looney,2024-04-14,0.175947,-0.273914,0.449861
1626174,Christian Wood,2024-04-14,-1.6653,-1.02621,-0.639092
1626179,Terry Rozier,2024-04-14,-0.249606,0.876003,-1.12561
1626181,Norman Powell,2024-04-14,-0.619646,0.22608,-0.845726
1626192,Pat Connaughton,2024-04-14,-2.06842,-1.10046,-0.967958
1626196,Josh Richardson,2024-04-14,-2.00098,-1.39739,-0.603593
1626204,Larry Nance Jr.,2024-04-14,-0.416625,-1.67171,1.25509
1626220,Royce O'Neale,2024-04-14,0.318484,-0.421619,0.740103
1626224,Cedi Osman,2024-04-14,-3.26878,-2.00947,-1.25932
1626246,Boban Marjanovic,2024-04-14,-1.67861,-0.974924,-0.703682
1627732,Ben Simmons,2024-04-14,0.184776,-1.12563,1.3104
1627734,Domantas Sabonis,2024-04-14,2.01655,1.80159,0.21496
1627736,Malik Beasley,2024-04-14,-1.0338,-0.557424,-0.47638
1627739,Kris Dunn,2024-04-14,-0.509947,-1.02956,0.519612
1627741,Buddy Hield,2024-04-14,-0.785601,0.603913,-1.38951
1627742,Brandon Ingram,2024-04-14,1.60086,1.5841,0.0167617
1627745,Damian Jones,2024-04-14,-2.79264,-2.47516,-0.317478
1627747,Caris LeVert,2024-04-14,0.314369,-0.441179,0.755548
1627749,Dejounte Murray,2024-04-14,1.0818,1.9643,-0.882501
1627750,Jamal Murray,2024-04-14,3.44624,3.73258,-0.286339
1627751,Jakob Poeltl,2024-04-14,0.87385,0.686741,0.187109
1627752,Taurean Prince,2024-04-14,-2.8051,-1.92225,-0.882847
1627759,Jaylen Brown,2024-04-14,2.60731,1.45871,1.1486
1627763,Malcolm Brogdon,2024-04-14,0.658748,0.917594,-0.258846
1627777,Georges Niang,2024-04-14,-2.07477,-0.617752,-1.45701
1627780,Gary Payton II,2024-04-14,0.587253,-0.736445,1.3237
1627783,Pascal Siakam,2024-04-14,1.456,1.73226,-0.27626
1627814,Damion Lee,2024-04-14,-2.51377,-2.11611,-0.397659
1627826,Ivica Zubac,2024-04-14,1.11927,0.068952,1.05032
1627827,Dorian Finney-Smith,2024-04-14,-0.387162,-0.957658,0.570496
1627832,Fred VanVleet,2024-04-14,4.00267,2.78892,1.21375
1627884,Derrick Jones Jr.,2024-04-14,-0.145488,-1.45194,1.30645
1627936,Alex Caruso,2024-04-14,1.77986,-0.98163,2.76149
1628365,Markelle Fultz,2024-04-14,-2.5293,-2.31194,-0.217364
1628366,Lonzo Ball,2024-04-14,0.46429,-0.484325,0.948615
1628368,De'Aaron Fox,2024-04-14,3.75515,3.06633,0.68882
1628369,Jayson Tatum,2024-04-14,5.07589,4.25479,0.821108
1628370,Malik Monk,2024-04-14,-0.234536,1.04757,-1.28211
1628371,Jonathan Isaac,2024-04-14,2.05909,-1.04993,3.10902
1628372,Dennis Smith Jr.,2024-04-14,-0.0110212,-2.11218,2.10116
1628374,Lauri Markkanen,2024-04-14,3.48633,3.78331,-0.296978
1628378,Donovan Mitchell,2024-04-14,4.22552,3.38761,0.83791
1628379,Luke Kennard,2024-04-14,-0.554744,0.730829,-1.28557
1628380,Zach Collins,2024-04-14,-2.14712,-1.13066,-1.01646
1628381,John Collins,2024-04-14,-0.843556,0.667153,-1.51071
1628384,OG Anunoby,2024-04-14,0.278288,-0.700818,0.979105
1628385,Harry Giles III,2024-04-14,-4.02606,-2.86431,-1.16175
1628386,Jarrett Allen,2024-04-14,2.94464,1.72651,1.21812
1628389,Bam Adebayo,2024-04-14,1.9317,-0.600243,2.53194
1628392,Isaiah Hartenstein,2024-04-14,3.43837,0.887393,2.55098
1628398,Kyle Kuzma,2024-04-14,-2.06886,-1.14438,-0.924473
1628401,Derrick White,2024-04-14,3.61988,2.1867,1.43318
1628404,Josh Hart,2024-04-14,1.10672,-0.0646128,1.17134
1628415,Dillon Brooks,2024-04-14,-0.537607,-1.04901,0.511401
1628418,Thomas Bryant,2024-04-14,-0.601942,0.329669,-0.931611
1628420,Monte Morris,2024-04-14,-0.100166,0.480871,-0.581038
1628426,Sasha Vezenkov,2024-04-14,-0.762661,-0.144316,-0.618345
1628427,Vlatko Cancar,2024-04-14,-2.96154,-2.03964,-0.921903
1628436,Luke Kornet,2024-04-14,-0.281446,0.121424,-0.40287
1628449,Chris Boucher,2024-04-14,-0.323957,-0.0391955,-0.284762
1628464,Daniel Theis,2024-04-14,-1.86177,-1.2053,-0.656471
1628467,Maxi Kleber,2024-04-14,-2.60145,-2.71148,0.110031
1628470,Torrey Craig,2024-04-14,-3.15544,-1.54974,-1.6057
1628960,Grayson Allen,2024-04-14,0.978045,1.35431,-0.376266
1628962,Udoka Azubuike,2024-04-14,-3.987,-3.48303,-0.503968
1628963,Marvin Bagley III,2024-04-14,-1.13474,-0.697488,-0.437255
1628964,Mo Bamba,2024-04-14,-1.6712,-1.61661,-0.0545937
1628966,Keita Bates-Diop,2024-04-14,-2.34719,-2.03887,-0.308327
1628969,Mikal Bridges,2024-04-14,0.880333,0.797164,0.0831694
1628970,Miles Bridges,2024-04-14,-1.70245,-0.230369,-1.47208
1628971,Bruce Brown,2024-04-14,-2.28205,-0.964065,-1.31799
1628972,Troy Brown Jr.,2024-04-14,-3.30665,-1.9966,-1.31005
1628973,Jalen Brunson,2024-04-14,6.41754,6.73945,-0.321915
1628975,Jevon Carter,2024-04-14,-1.43675,-1.76397,0.327221
1628976,Wendell Carter Jr.,2024-04-14,1.42785,0.0824447,1.3454
1628978,Donte DiVincenzo,2024-04-14,0.995483,1.11611,-0.12063
1628981,Bruno Fernando,2024-04-14,-3.50197,-2.78196,-0.720016
1628983,Shai Gilgeous-Alexander,2024-04-14,6.11377,4.77816,1.33561
1628984,Devonte' Graham,2024-04-14,-0.980662,0.147585,-1.12825
1628988,Aaron Holiday,2024-04-14,-0.616913,-0.98749,0.370578
1628989,Kevin Huerter,2024-04-14,0.0183448,0.799466,-0.781122
1628991,Jaren Jackson Jr.,2024-04-14,0.850892,0.21154,0.639352
1628997,Caleb Martin,2024-04-14,-0.502245,-0.952163,0.449918
1628998,Cody Martin,2024-04-14,-1.245,-1.9842,0.739201
1629001,De'Anthony Melton,2024-04-14,1.95525,0.91986,1.03539
1629002,Chimezie Metu,2024-04-14,-1.75541,-2.00339,0.247979
1629003,Shake Milton,2024-04-14,-2.73635,-2.22658,-0.509766
1629004,Svi Mykhailiuk,2024-04-14,-0.00722783,-0.270516,0.263288
1629006,Josh Okogie,2024-04-14,-0.323743,-1.69682,1.37308
1629007,Jontay Porter,2024-04-14,-1.59384,-1.31016,-0.283681
1629008,Michael Porter Jr.,2024-04-14,1.36721,1.60839,-0.241179
1629010,Jerome Robinson,2024-04-14,-2.61236,-2.75839,0.146029
1629011,Mitchell Robinson,2024-04-14,0.729898,-0.401116,1.13101
1629012,Collin Sexton,2024-04-14,0.160499,2.61436,-2.45386
1629013,Landry Shamet,2024-04-14,-1.48521,-1.00859,-0.476623
1629014,Anfernee Simons,2024-04-14,-0.305935,2.28635,-2.59228
1629018,Gary Trent Jr.,2024-04-14,-0.409538,0.58845,-0.997988
1629020,Jarred Vanderbilt,2024-04-14,-0.477377,-1.86162,1.38424
1629021,Moritz Wagner,2024-04-14,1.28063,1.49558,-0.214955
1629022,Lonnie Walker IV,2024-04-14,-1.45806,-0.724485,-0.733573
1629023,P.J. Washington,2024-04-14,-0.822792,-1.1212,0.298412
1629026,Kenrich Williams,2024-04-14,0.100231,-1.10102,1.20125
1629027,Trae Young,2024-04-14,1.703,2.94622,-1.24322
1629028,Deandre Ayton,2024-04-14,0.646167,-0.145958,0.792125
1629029,Luka Doncic,2024-04-14,7.02986,6.16421,0.86565
1629048,Goga Bitadze,2024-04-14,0.340326,-0.626353,0.966679
1629052,Oshae Brissett,2024-04-14,-0.685888,-0.83081,0.144922
1629057,Robert Williams III,2024-04-14,-0.756567,-1.09545,0.338881
1629060,Rui Hachimura,2024-04-14,0.134088,0.0900437,0.0440441
1629111,Jock Landale,2024-04-14,0.977948,0.0411182,0.93683
1629130,Duncan Robinson,2024-04-14,-0.529515,0.280437,-0.809952
1629139,Yuta Watanabe,2024-04-14,-3.67782,-2.92347,-0.75436
1629162,Jordan McLaughlin,2024-04-14,0.352102,-1.09176,1.44386
1629216,Gabe Vincent,2024-04-14,-1.64263,-1.94863,0.305994
1629234,Drew Eubanks,2024-04-14,-2.98591,-2.47647,-0.509441
1629312,Haywood Highsmith,2024-04-14,-1.48739,-2.37119,0.883801
1629599,Amir Coffey,2024-04-14,-2.93978,-1.49548,-1.4443
1629603,Mamadi Diakite,2024-04-14,-3.18777,-3.08983,-0.0979319
1629610,DaQuan Jeffries,2024-04-14,-3.06797,-2.81051,-0.257461
1629611,Terance Mann,2024-04-14,-1.05466,-0.0844697,-0.970195
1629614,Andrew Nembhard,2024-04-14,-1.64419,-1.78445,0.140263
1629618,Jalen Pickett,2024-04-14,-2.20169,-1.57169,-0.630001
1629622,Max Strus,2024-04-14,1.20568,0.445565,0.760118
1629626,Bol Bol,2024-04-14,-2.14318,-2.43391,0.29073
1629627,Zion Williamson,2024-04-14,2.41852,1.99214,0.426372
1629628,RJ Barrett,2024-04-14,-1.48874,-0.349343,-1.1394
1629629,Cam Reddish,2024-04-14,-2.99469,-3.50923,0.514548
1629630,Ja Morant,2024-04-14,2.6702,2.46026,0.209941
1629631,De'Andre Hunter,2024-04-14,-0.00490519,0.381459,-0.386364
1629632,Coby White,2024-04-14,-0.11766,1.55709,-1.67475
1629634,Brandon Clarke,2024-04-14,-0.194304,-0.784728,0.590424
1629636,Darius Garland,2024-04-14,1.15784,1.49721,-0.339367
1629637,Jaxson Hayes,2024-04-14,-2.48009,-1.99198,-0.488112
1629638,Nickeil Alexander-Walker,2024-04-14,1.18528,-0.646871,1.83215
1629639,Tyler Herro,2024-04-14,1.2829,1.79892,-0.516019
1629640,Keldon Johnson,2024-04-14,-1.87136,-0.394817,-1.47655
1629642,Nassir Little,2024-04-14,-3.52894,-2.49897,-1.02997
1629643,Chuma Okeke,2024-04-14,-2.41648,-2.67836,0.261884
1629646,Charles Bassey,2024-04-14,-2.67688,-2.23346,-0.443416
1629647,Darius Bazley,2024-04-14,-3.87029,-3.09297,-0.777319
1629650,Moses Brown,2024-04-14,-2.06263,-1.33875,-0.72388
1629651,Nic Claxton,2024-04-14,-0.0485765,-1.10647,1.05789
1629652,Luguentz Dort,2024-04-14,0.274335,0.130553,0.143782
1629655,Daniel Gafford,2024-04-14,1.26066,0.965622,0.295039
1629656,Quentin Grimes,2024-04-14,-0.980109,-0.968404,-0.0117051
